"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
11,1678827652,50,2023-03-14 16:00:52,16:00:52,5,"ely_can11_t2_ch3","gibson",1678827649.2,0.0112661364638864,11.2661364638864,-2.2778649528941,419.025400913652,413.450676388179,37.464631132277,37.9697820727361,0.753752491018547,4.00044287225216,0.682828823052472,0.43258273677707,0,25.621680155468,27.43881,3.67244742636236,59.3254787183123,2.22603971777437,3.75224906038094,1.44640770858799,-496.83661805739,79.3068622901035,4.30506039180391,-413.224695375483,-2.2778649528941,11.2661364638864,-0.163331999097025,428.711042908271,429.324581818182,-0.112663440332848,67.4890791646057,4.1498724347556,20.3150980683467,24.0244054545454,-0.238233071698619,125.53559636264,6,1,1,0,47537,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827649.2,419.0254,419.9582,24.56604,20.3699,418.3762,24.27639,500.2145,90.51454,0.09997165,27.80653,27.43881,999.9,0,0,10017.252,0,0.222567,-0.9328457,429.5784,428.6908,4.196149,419.9582,20.3699,2.223586,1.843773,19.13169,16.16282,0,0,0,0,0.0600000000000001,0,-17.8,-2.27,37.2872,42,39.7686,41.062,38.3998,0,0,0,1678827665.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.974627775,-1.00989011257035,0.195098228371055,0,3.85380925,8.50603103189493,1.02924751171277,0,0,2,"0/2",2.84117,2.7104,0.0907033,0.090848,0.102017,0.0909063,25611,22191.1,25213.6,23780.3,38676.9,35779.6,45621.8,42419.4,1.75155,1.85155,-0.0430644,0,28.248,999.9,54.444,30.978,27.1003,54.0323,43.8782,1,0.168465,-6.66667,20.0976,5.23915,11.992,4.9573,3.30398,9999,9999,999.9,9999,1.86844,1.86417,1.87173,1.86262,1.86203,1.86844,1.85863,1.86496,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2624,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,46.1,45.9,1.05469,2.37793,1.44775,2.30347,1.44409,2.35352,36.8129,24.2801,18,421.104,468.746,31.4212,29.6847,30.0001,29.1304,29.1476,21.1867,40.2463,99.2139,30.5435,419.9,21.2596,96.5262,99.7317,3
12,1678827657,55,2023-03-14 16:00:57,16:00:57,5,"ely_can11_t2_ch3","gibson",1678827654.5,0.00782204683149387,7.82204683149387,-1.53618058053342,419.041000619973,412.716885185585,37.3976609256112,37.9707102317071,0.457966574794954,3.99191652935889,0.430652014092506,0.271475751019492,0,26.4818675661532,27.6512666666667,3.71837154615658,56.0075480431275,2.12561005508083,3.79522069676046,1.59276149107575,-344.95226526888,75.4223124909044,4.11128890378527,-265.41866387419,-1.53618058053342,7.82204683149387,-0.334338442748001,428.478463540318,428.952624242424,-0.0704912527423517,67.4890791646057,2.88986139547784,20.5763431167605,23.1481454545455,-0.164660017308268,125.53559636264,7,1,1,0,47382,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827654.5,419.041,419.706,23.4580222222222,20.5413333333333,418.391666666667,23.2147333333333,500.212555555556,90.5133777777778,0.0999755111111111,28.0017222222222,27.6512666666667,999.9,0,0,9988.25777777778,0,0.222567,-0.664961111111111,429.107,428.508,2.91670222222222,419.706,20.5413333333333,2.12326555555556,1.85926555555556,18.3941777777778,16.2938333333333,0,0,0,0,3.61111111111111,0,-17.9444444444444,-2.66666666666667,37.25,42,39.75,41.062,38.375,0,0,0,1678827670.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,-0.97878885,1.55945903189494,0.170591332131435,0,4.101832,-3.12337553470921,0.641227603964458,0,0,2,"0/2",2.84125,2.70995,0.0906906,0.0908261,0.0995649,0.0925341,25610.6,22191.3,25213,23779.8,38782.5,35715.1,45620.7,42419,1.7503,1.8526,-0.0281818,0,28.1991,999.9,54.444,30.978,27.1037,54.5823,43.4295,1,0.167475,-4.81038,20.1584,5.23616,11.9923,4.95705,3.30398,9999,9999,999.9,9999,1.86847,1.86418,1.87177,1.86263,1.86205,1.86845,1.85866,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2282,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,46.2,46,1.05713,2.38892,1.44775,2.30225,1.44409,2.31934,36.8129,24.3414,18,420.472,469.446,32.598,29.6882,29.9993,29.1415,29.151,21.1958,35.4555,99.6016,30.8724,419.9,22.3445,96.5239,99.7304,3
13,1678827887,285,2023-03-14 16:04:47,16:04:47,5,"ely_can11_t2_ch3_1","gibson",1678827884,0.00038812632316076,0.38812632316077,-0.209660883169693,419.941454629149,423.198057023507,38.3435579278561,38.0484957920932,0.0226802256459816,3.99725647532075,0.0226089757094523,0.0141369925799983,0,27.8550237401822,27.4913090909091,3.68374920931016,57.6451280415697,2.17867313983299,3.7794575428159,1.50507606947717,-17.1163708513899,94.6123763587486,5.14451658284453,82.6405220902031,-0.209660883169693,0.38812632316077,-0.190684838808904,430.223846485661,430.297066666666,0.00027951784313248,67.4890791646057,0.362223048039662,23.9012756114071,24.0414224242424,-0.00057091848244398,125.53559636264,8,2,1,0,47811,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827884,419.941454545455,419.923636363636,24.0460272727273,23.9014090909091,419.292,23.7783090909091,500.279727272727,90.5044,0.0998863181818182,27.9303454545455,27.4913090909091,999.9,0,0,10007.4863636364,0,0.222567,0.0178167045454545,430.288181818182,430.206181818182,0.144620909090909,419.923636363636,23.9014090909091,2.17627,2.16318272727273,18.7886818181818,18.6922272727273,0,0,0,0,-1.2,0,-16.4272727272727,-3.07272727272727,36.812,41.7894545454545,39.4088181818182,40.6984545454545,37.8406363636364,0,0,0,1678827900.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.005291746,0.12688481043152,0.0334480015865686,0,0.174914675,-0.230058562851782,0.0240037152055546,0,0,2,"0/2",2.84225,2.71049,0.0908215,0.0908552,0.102331,0.101802,25603.1,22188.9,25208.5,23777.2,38655.3,35347.3,45612.6,42415.5,1.74835,1.85543,0.027027,0,27.0551,999.9,54.468,31.008,27.1646,54.2023,42.9808,1,0.149009,0.478731,20.2442,5.23496,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86844,1.86418,1.87179,1.86261,1.86203,1.86846,1.85858,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2674,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50,49.9,1.05713,2.38647,1.44897,2.30225,1.44409,2.37305,36.8366,24.3502,18,420.181,472.123,27.1737,29.5718,29.9998,29.2611,29.2567,21.2085,25.4481,100,27.1829,419.9,23.924,96.5069,99.7212,3
14,1678827892,290,2023-03-14 16:04:52,16:04:52,5,"ely_can11_t2_ch3_1","gibson",1678827889.5,0.0003542170759876,0.354217075987608,-0.271565349327995,419.952888997901,429.34770952566,38.9008942747546,38.0496799513233,0.0206829566616339,3.99291609938557,0.0206236210957187,0.0128950799696773,0,27.8644881293254,27.4897555555556,3.68341433547266,57.606378518168,2.17758384265075,3.78010890228757,1.50583049282191,-15.6209730510535,95.4800795165576,5.19737750740582,85.0564839729099,-0.271565349327995,0.354217075987608,-0.116074794763846,430.180644932865,430.232181818182,-0.00125770826914291,67.4890791646057,0.342566115154851,23.9017850553203,24.0316363636364,-0.00024287152023905,125.53559636264,7,1,1,0,47616,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827889.5,419.952888888889,419.906,24.0339111111111,23.9019222222222,419.303333333333,23.7667,500.265111111111,90.5045555555556,0.100083555555556,27.9333,27.4897555555556,999.9,0,0,9992.64444444444,0,0.222567,0.0469733644444444,430.294444444444,430.188222222222,0.131975666666667,419.906,23.9019222222222,2.17517555555556,2.16323222222222,18.7806555555556,18.6926,0,0,0,0,3.2,0,-17.2333333333333,-2.43333333333333,36.812,41.7637777777778,39.375,40.694,37.8607777777778,0,0,0,1678827905.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.02281264325,0.23697790412758,0.0422739279861817,0,0.161924475,-0.257461699812383,0.0252965874803179,0,0,2,"0/2",2.84198,2.71011,0.0908087,0.0908656,0.102304,0.101797,25603.1,22188.9,25208.2,23777.4,38656.3,35347.7,45612.5,42415.8,1.74883,1.85515,0.0272319,0,27.0459,999.9,54.468,31.008,27.1623,54.0623,43.2452,1,0.148709,0.465087,20.2442,5.23511,11.992,4.95585,3.304,9999,9999,999.9,9999,1.86845,1.86418,1.8718,1.86263,1.86203,1.8685,1.8586,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.267,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50.1,49.9,1.05591,2.35962,1.44775,2.30225,1.44409,2.51221,36.8366,24.3589,18,420.447,471.946,27.1818,29.5655,29.9998,29.2606,29.2567,21.2051,25.4481,100,27.1875,419.9,23.9278,96.5062,99.7219,3
15,1678827897,295,2023-03-14 16:04:57,16:04:57,5,"ely_can11_t2_ch3_1","gibson",1678827894.2,0.00033874371323999,0.338743713239994,0.0191134940287261,419.885899992357,406.972027742285,36.8729345016538,38.042971588186,0.0197659440691851,3.99696111721478,0.0197118005878752,0.0123247274967591,0,27.8694572769338,27.49058,3.68359204609541,57.5832317384985,2.17695010029365,3.78052782827436,1.50664194580175,-14.9385977538837,95.808570665575,5.21005150004377,86.080024411735,0.0191134940287261,0.338743713239994,-0.0216376060569368,430.235926040352,430.246084848485,-0.00034764926189786,67.4890791646057,0.323141784269379,23.9010364889582,24.0233521212121,-0.00021037778808678,125.53559636264,7,1,1,0,47735,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827894.2,419.8859,419.9475,24.02732,23.9011,419.2365,23.7604,500.2811,90.5032,0.09991763,27.9352,27.49058,999.9,0,0,10006.61,0,0.222567,-0.06157536,430.2232,430.2305,0.1262074,419.9475,23.9011,2.174551,2.163128,18.77605,18.69182,0,0,0,0,-1.8,0,-16.93,-2.98,36.812,41.7562,39.375,40.6996,37.8435,0,0,0,1678827910.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.00754163699999999,-0.174073643527205,0.053664040284115,0,0.144274775,-0.163131951219512,0.016396159412325,0,0,2,"0/2",2.84227,2.71026,0.0908112,0.0908617,0.10228,0.101797,25603.3,22189.1,25208.4,23777.5,38657.4,35347.9,45612.5,42416,1.74877,1.85527,0.0278838,0,27.0357,999.9,54.468,31.028,27.1921,53.5323,43.766,1,0.148336,0.449134,20.2443,5.23466,11.992,4.95575,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86262,1.86203,1.8685,1.85862,1.86505,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2667,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50.2,50,1.05713,2.38892,1.44775,2.30103,1.44409,2.30591,36.8366,24.3502,18,420.404,472.014,27.1872,29.5591,29.9998,29.2585,29.2551,21.2059,25.4481,100,27.1945,419.9,23.9327,96.5064,99.7223,3
16,1678827902,300,2023-03-14 16:05:02,16:05:02,5,"ely_can11_t2_ch3_1","gibson",1678827899.5,0.00032044678902438,0.320446789024381,-0.234094660244879,419.913000093595,428.337695166748,38.8085483385724,38.0452482842615,0.0186885501651539,3.99812433046496,0.0186401545212707,0.0116544342080493,0,27.8728921300319,27.4907777777778,3.68363467859745,57.5700734965524,2.17643572390291,3.78049842863801,1.50719895469453,-14.1317033959752,95.765083331737,5.20617321358938,86.8395531493511,-0.234094660244879,0.320446789024381,-0.244886847271281,430.144870696355,430.240315151515,6.90531079504452e-05,67.4890791646057,0.314527734327245,23.902645057964,24.0202775757576,-4.82591457142069e-05,125.53559636264,8,2,1,0,47721,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827899.5,419.913,419.875,24.0217555555556,23.9023555555556,419.263333333333,23.7550666666667,500.293777777778,90.5027555555556,0.0999366111111111,27.9350666666667,27.4907777777778,999.9,0,0,10010.6333333333,0,0.222567,0.0378756977777778,430.248222222222,430.156777777778,0.119384555555556,419.875,23.9023555555556,2.17403333333333,2.16323111111111,18.7722444444444,18.6925666666667,0,0,0,0,1.68888888888889,0,-18.3777777777778,-3.07777777777778,36.7844444444444,41.75,39.375,40.687,37.812,0,0,0,1678827915.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.01140897675,-0.0872908130206379,0.0558930385007681,1,0.132231075,-0.101834825515948,0.00997835031302143,0,1,2,"1/2",2.84244,2.71013,0.090812,0.0908557,0.10227,0.101801,25603.3,22189.5,25208.4,23777.7,38658,35348.2,45612.8,42416.5,1.74822,1.85562,0.0281818,0,27.0254,999.9,54.468,31.008,27.1659,53.7523,42.7003,1,0.148145,0.426767,20.2444,5.23511,11.992,4.95575,3.304,9999,9999,999.9,9999,1.86844,1.86418,1.87178,1.86261,1.86203,1.86847,1.85858,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2666,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50.3,50.1,1.05713,2.35962,1.44775,2.30225,1.44409,2.46094,36.8366,24.3589,18,420.093,472.231,27.1928,29.5527,29.9999,29.2585,29.2542,21.205,25.4481,100,27.1999,419.9,23.9419,96.5068,99.7234,3
17,1678827907,305,2023-03-14 16:05:07,16:05:07,5,"ely_can11_t2_ch3_1","gibson",1678827904.2,0.0003003745707838,0.300374570783806,-0.160975180713137,419.944200064257,423.090371921657,38.3324833295492,38.0474364736543,0.0175114131740089,3.99763475394045,0.017468909450621,0.0109218785281008,0,27.8776732243075,27.48947,3.68335278515515,57.5517638832437,2.17585689551392,3.78069541001058,1.50749588964122,-13.2465185715658,96.2277412826579,5.23195502611967,88.2131777372117,-0.160975180713137,0.300374570783806,-0.164647357493035,430.194894477641,430.264539393939,-0.00107482322336212,67.4890791646057,0.292221762882192,23.9042253963308,24.0138460606061,-8.0293973804346e-05,125.53559636264,7,1,1,0,47805,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827904.2,419.9442,419.9309,24.01577,23.90384,419.2948,23.74935,500.2566,90.50126,0.09991146,27.93596,27.48947,999.9,0,0,10009.126,0,0.222567,0.013385002,430.2777,430.2146,0.1119428,419.9309,23.90384,2.173457,2.163328,18.768,18.69328,0,0,0,0,-1.73,0,-15.85,-2.59,36.7686,41.75,39.375,40.687,37.8435,0,0,0,1678827920.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.0171546725,-0.0603776746716699,0.0577518242120243,1,0.123969375,-0.0842986153846163,0.00818153495894107,1,2,2,"2/2",2.84204,2.71037,0.0908114,0.0908694,0.10225,0.101801,25603.7,22189.5,25208.7,23778.1,38658.9,35348.4,45612.8,42416.8,1.74835,1.85585,0.0292063,0,27.0161,999.9,54.468,31.028,27.1956,53.8523,43.8341,1,0.147947,0.409654,20.2444,5.23481,11.992,4.95595,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86262,1.86203,1.86848,1.85859,1.86502,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2663,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50.4,50.2,1.05713,2.3877,1.44775,2.30225,1.44409,2.2583,36.8129,24.3502,18,420.164,472.375,27.1998,29.5464,29.9998,29.2585,29.2539,21.2027,25.4481,100,27.2085,419.9,23.9516,96.5073,99.7244,3
18,1678827912,310,2023-03-14 16:05:12,16:05:12,5,"ely_can11_t2_ch3_1","gibson",1678827909.5,0.00028926883313271,0.289268833132717,-0.205575617965084,419.919333415601,427.819180033592,38.7613017946254,38.0455593660902,0.0168367429906371,3.99370401941844,0.0167974087506236,0.0105019067689986,0,27.8818159290425,27.4989,3.68538585727341,57.5378627801216,2.17559017508147,3.78114526671835,1.50979568219194,-12.7567555411528,94.5419935677647,5.14565355035952,86.9308915769714,-0.205575617965084,0.289268833132717,-0.168012246225267,430.158146092056,430.22736969697,-0.0007189847530795,67.4890791646057,0.287298872575607,23.9049408010795,24.0121084848485,-1.24334153990795e-05,125.53559636264,7,1,1,0,47749,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827909.5,419.919333333333,419.887222222222,24.0125888888889,23.9048,419.269777777778,23.7462777777778,500.270888888889,90.5019555555555,0.100110933333333,27.938,27.4989,999.9,0,0,9995.62222222222,0,0.222567,0.0322129888888889,430.250888888889,430.170444444444,0.107788222222222,419.887222222222,23.9048,2.17318777777778,2.16343111111111,18.766,18.6940666666667,0,0,0,0,0.966666666666667,0,-19.0555555555556,-2.86666666666667,36.75,41.75,39.375,40.687,37.847,0,0,0,1678827925.1,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.00238188024999999,0.276360832457786,0.05407209791129,0,0.11754765,-0.0778214409005628,0.00757269889322822,1,1,2,"1/2",2.84267,2.71028,0.09081,0.090862,0.102251,0.10181,25604.3,22190,25209.3,23778.3,38659.5,35348.5,45613.5,42417.3,1.74885,1.85548,0.0301562,0,27.0065,999.9,54.468,31.028,27.1942,53.5023,43.0008,1,0.147459,0.402541,20.2446,5.23481,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86263,1.86203,1.86849,1.8586,1.86503,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.65,0.2663,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50.5,50.3,1.05713,2.38037,1.44775,2.30225,1.44409,2.40112,36.8129,24.3589,18,420.447,472.114,27.208,29.54,29.9998,29.2585,29.2517,21.2023,25.4481,100,27.2115,419.9,23.9571,96.5091,99.7256,3
19,1678827917,315,2023-03-14 16:05:17,16:05:17,5,"ely_can11_t2_ch3_1","gibson",1678827914.2,0.0002790488283269,0.2790488283269,-0.0404300212508118,419.904100016142,412.430104561036,37.3672289817086,38.0443922064361,0.0162370721213885,3.99174402592743,0.0162004686958702,0.0101285746674223,0,27.8817456468676,27.49988,3.68559719770881,57.5414776073398,2.17546927158054,3.78069761507662,1.51012792612827,-12.3060533292163,93.8478343730019,5.11035365013059,86.6521346939162,-0.0404300212508118,0.2790488283269,-0.0924166771598747,430.237840620209,430.26983030303,0.00085256946538804,67.4890791646057,0.275564618472631,23.9078183449293,24.0106763636364,-1.94292731287485e-05,125.53559636264,7,1,1,0,47892,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827914.2,419.9041,419.9334,24.01112,23.90714,419.2544,23.74488,500.2748,90.50253,0.10004379,27.93597,27.49988,999.9,0,0,9988.866,0,0.222567,-0.029409791,430.2343,430.2186,0.1039892,419.9334,23.90714,2.173068,2.163657,18.76513,18.69572,0,0,0,0,0.16,0,-18.8,-3.03,36.75,41.75,39.375,40.687,37.8498,0,0,0,1678827930.5,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.00855483375,-0.165220527692308,0.048334243523861,0,0.111836025,-0.0621711106941839,0.00611855365869867,1,1,2,"1/2",2.84224,2.71015,0.0908124,0.0908592,0.102246,0.10182,25604.3,22190.1,25209.4,23778.4,38659.9,35348.4,45613.8,42417.7,1.74885,1.85537,0.0309013,0,26.9968,999.9,54.468,31.028,27.1946,53.7223,43.121,1,0.147045,0.405531,20.2445,5.23526,11.992,4.95605,3.304,9999,9999,999.9,9999,1.86844,1.86417,1.8718,1.86264,1.86203,1.8685,1.85863,1.86504,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2663,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50.5,50.4,1.05591,2.36206,1.44775,2.30225,1.44409,2.51465,36.8366,24.3589,18,420.43,472.05,27.2116,29.5337,29.9998,29.2561,29.2517,21.2034,25.4481,100,27.2121,419.9,23.9666,96.5095,99.7263,3
20,1678827922,320,2023-03-14 16:05:22,16:05:22,5,"ely_can11_t2_ch3_1","gibson",1678827919.5,0.00027470282336155,0.27470282336155,-0.169198190189711,419.928777845719,425.255489252213,38.5298008377193,38.0471800725573,0.0159834766845681,3.9909783610207,0.0159479995596901,0.00997068057951769,0,27.8853771889699,27.5002111111111,3.68566860537101,57.5330125526544,2.1755040553759,3.781314342587,1.51016454999511,-12.1143945102444,94.3603261612468,5.13932666065252,87.3852583116549,-0.169198190189711,0.27470282336155,-0.230028868270436,430.199795868306,430.286781818182,0.00061174466335213,67.4890791646057,0.275418483263362,23.9087687888678,24.0113103030303,8.89374969009623e-06,125.53559636264,7,1,1,0,47632,0,0,0,0,1.91,0.5,"0: Broadleaf",2,FALSE,1678827919.5,419.928777777778,419.908222222222,24.0111555555556,23.9088,419.279,23.7449111111111,500.299333333333,90.5037555555556,0.100132722222222,27.9387666666667,27.5002111111111,999.9,0,0,9986.11666666667,0,0.222567,0.0203823544444444,430.259666666667,430.193888888889,0.102354666666667,419.908222222222,23.9088,2.1731,2.16383666666667,18.7653666666667,18.6970444444444,0,0,0,0,-1.18888888888889,0,-17.8222222222222,-2.65555555555556,36.75,41.75,39.326,40.687,37.8262222222222,0,0,0,1678827935.3,0,1678824896,15:14:56,1678824884.5,1678824896,1,0.326,0.069,0.65,0.401,420,27,0.75,0.22,0.0066657985,-0.0881066409005628,0.0436711734454453,1,0.1072864,-0.0453659887429647,0.00458740713148506,1,2,2,"2/2",2.84257,2.71012,0.0908243,0.0908562,0.10225,0.101824,25604.2,22190.1,25209.6,23778.3,38659.8,35348.1,45613.8,42417.4,1.74888,1.8555,0.0313483,0,26.9877,999.9,54.468,31.028,27.1922,54.4823,43.726,1,0.146832,0.555193,20.244,5.23466,11.992,4.9558,3.304,9999,9999,999.9,9999,1.86846,1.86418,1.8718,1.86264,1.86203,1.86848,1.85861,1.86501,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.649,0.2663,0.436257332084194,0.00100583059781826,-1.45714000909308e-06,6.47913989740579e-10,-0.0683374963852458,-0.0314467808109139,0.00259088431351928,-2.83474046784098e-05,2,1297,1,27,50.6,50.4,1.05713,2.3877,1.44775,2.30103,1.44409,2.32056,36.8366,24.3502,18,420.444,472.11,27.2082,29.5273,29.9998,29.2561,29.2492,21.2037,25.4481,100,27.1517,419.9,23.9724,96.5099,99.7257,3
