"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","CO2_hrs","AccH2O_des","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","chamber"
21,1679532807.6,757.599999904633,2023-03-22 19:53:27,19:53:27,5,"pas_smi30_t3_ch5","gibson",1679532804.8,0.00010904084713422,0.109040847134227,-1.60585033970368,420.492700463165,809.657829496019,72.7881976763017,37.8022723769699,0.00633100242481712,4.22672996255774,0.00632573888587724,0.00395405933615673,0,27.9376318098862,27.51831,3.6895736620358,57.8680481859063,2.19059026220806,3.78549187484359,1.49898339982774,-4.80870135861939,100.12444333212,5.1500565152292,100.46579848873,2.13922310551431,0.118053032614571,-1.60585033970368,431.812756313439,431.408327272727,0.17846685914711,66.8282305029838,0.109040847134227,24.3360430037379,24.3655175824176,-4.27556692442762e-05,111.659363281414,2,0,1,0,47414,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532804.8,420.4927,421.0921,24.36698,24.33544,419.6617,23.94503,500.2908,89.80002,0.09992912,27.9577,27.51831,999.9,0,0,10018.06,0,0.834628,-0.5993201,430.9946,431.5949,0.03153229,421.0921,24.33544,2.188155,2.185324,18.87586,18.85512,0,0,0,0,2.61302,0,-20.2501,-2.40299,35.625,40.812,38.3687,40.0746,36.812,0,0,0,1679532828.5,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.4177467,-3.21423364502814,0.608822637640893,0,0.03389073,-0.0133391347091933,0.00170674677430484,1,1,2,"1/2",2.8726,2.71041,0.091065,0.0912273,0.102922,0.103123,25593.7,22346.5,25189.8,23940.4,38542,35515,45515.4,42674.7,1.80028,1.89435,0.0907853,0,26.0382,999.9,57.276,28.792,25.3443,54.5702,41.9792,1,-0.119385,-1.15448,20.2451,5.23496,11.9864,4.95675,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.8721,1.86288,1.86234,1.86874,1.85885,1.86535,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.422,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,5,5,1.03149,2.36816,1.44775,2.30835,1.44409,2.51099,35.7078,24.1313,18,425.018,467.877,28.243,25.9954,30.0003,25.8072,25.7919,20.7021,17.8784,100,28.2315,420,24.3609,96.3489,100.358,5
22,1679532812.6,762.599999904633,2023-03-22 19:53:32,19:53:32,5,"pas_smi30_t3_ch5","gibson",1679532810.1,0.00011580730413969,0.115807304139697,-2.48809037208627,421.205111828469,994.565557757683,89.4107935059614,37.8660642162778,0.00671949261847972,4.22560850090306,0.00671356204007235,0.00419650866554702,0,27.9370811198703,27.5224666666667,3.69047102339258,57.8620208884726,2.19045151247801,3.78564640301804,1.50001951091457,-5.10710211256062,99.3104109979317,5.10966492057865,99.3129738059498,-1.80914473156655,0.13254723720913,-2.48809037208627,431.252309579593,431.772812121212,0.0371087349064339,66.8282305029838,0.115807304139697,24.3315852510794,24.3623725274725,1.89519878597716e-05,111.659363281414,3,1,1,0,47448,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532810.1,421.205111111111,420.725,24.3656,24.3301888888889,420.373444444444,23.9437111111111,500.309555555556,89.7993,0.100046311111111,27.9584,27.5224666666667,999.9,0,0,10014.5911111111,0,0.834628,0.4801642,431.724222222222,431.216555555556,0.0354084444444444,420.725,24.3301888888889,2.18801333333333,2.18483222222222,18.8748222222222,18.8515555555556,0,0,0,0,2.83451111111111,0,-20.4013666666667,-2.3964,35.625,40.812,38.375,40.09,36.812,0,0,0,1679532833.3,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.3237394725,-4.51746968442777,0.662131307713099,0,0.03362818,0.00024771782363975,0.00159968944676771,1,1,2,"1/2",2.87288,2.71033,0.0911158,0.0910088,0.10291,0.103107,25592.2,22351.8,25189.8,23940.4,38542.4,35515.8,45515.4,42674.8,1.79988,1.89455,0.0898167,0,26.041,999.9,57.276,28.792,25.3439,54.1002,41.3181,1,-0.119461,-1.14379,20.2452,5.23466,11.9867,4.9569,3.304,9999,999.9,9999,9999,1.86874,1.86447,1.87209,1.86285,1.86233,1.86874,1.85887,1.86534,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.4218,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,5.1,5.1,1.03149,2.40112,1.44775,2.30835,1.44409,2.23389,35.7078,24.1313,18,424.811,468.019,28.2248,25.9971,30,25.8093,25.7937,20.6992,17.8784,100,28.2075,420,24.3609,96.3487,100.358,5
23,1679532817.6,767.599999904633,2023-03-22 19:53:37,19:53:37,5,"pas_smi30_t3_ch5","gibson",1679532814.8,0.00011088374628121,0.110883746281213,-2.35007301605237,421.101800675581,985.495932051342,88.5960138875863,37.8570217972221,0.00644580551837326,4.23318864797025,0.00644035776182782,0.00402571266546702,0,27.9356522327347,27.50712,3.68715885680996,57.8565939235965,2.1899433807366,3.78512323699624,1.49721547607336,-4.8899732110015,102.450090438853,5.26130234275035,102.821419570602,-4.51835554771834,0.127881765028527,-2.35007301605237,430.27676234503,431.397054545454,-0.0961206459168753,66.8282305029838,0.110883746281213,24.3265457119171,24.3562879120879,-1.42330153245802e-05,111.659363281414,3,1,1,0,47474,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532814.8,421.1018,419.8791,24.35979,24.32562,420.2707,23.93821,500.2348,89.80009,0.09983856,27.95603,27.50712,999.9,0,0,10038.5,0,0.834628,1.223004,431.6162,430.3474,0.03417818,419.8791,24.32562,2.187512,2.184442,18.87115,18.84868,0,0,0,0,2.80908,0,-20.38776,-2.41482,35.625,40.8561,38.375,40.125,36.812,0,0,0,1679532838.7,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.3795616475,2.27252740750469,0.723028645399404,0,0.03384648,0.00324030393996242,0.00166652761336258,1,1,2,"1/2",2.8731,2.71053,0.0910484,0.0909609,0.102888,0.103091,25594.3,22352.9,25189.9,23940.2,38543.1,35516.1,45515,42674.5,1.80007,1.8943,0.089258,0,26.0449,999.9,57.252,28.772,25.3062,54.5602,40.8173,1,-0.119294,-1.14899,20.2452,5.23496,11.9866,4.9569,3.304,9999,999.9,9999,9999,1.86875,1.86447,1.8721,1.86283,1.86233,1.86875,1.85887,1.86532,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.4214,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,5.2,5.1,1.03271,2.40356,1.44775,2.30835,1.44409,2.27905,35.6845,24.1225,18,424.938,467.88,28.2022,25.9976,30.0002,25.8115,25.7958,20.7043,17.8784,100,28.1986,420,24.3624,96.3485,100.357,5
24,1679532822.6,772.599999904633,2023-03-22 19:53:42,19:53:42,5,"pas_smi30_t3_ch5","gibson",1679532820.1,9.88122954197184e-05,0.0988122954197184,-2.10853385948992,420.816556164934,989.29971542198,88.9374062851429,37.8311369585216,0.00574211580860637,4.21998844365627,0.00573777864583489,0.00358650104842581,0,27.9344532980002,27.5058888888889,3.68689326691572,57.8510214466171,2.18930300939568,3.78438090573024,1.49759025752003,-4.35762222800958,101.64552625045,5.23619230810539,102.524096330546,-0.697952012143155,0.1196909394661,-2.10853385948992,431.068768319031,431.436909090909,0.0466751919474308,66.8282305029838,0.0988122954197184,24.3218397838937,24.3483021978022,-7.82565074670544e-06,111.659363281414,3,1,1,0,47419,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679532820.1,420.816555555556,420.639222222222,24.3528222222222,24.3208444444444,419.985333333333,23.9315666666667,500.295222222222,89.7992444444444,0.100110522222222,27.9526666666667,27.5058888888889,999.9,0,0,9996.81666666667,0,0.834628,0.177266411111111,431.320444444444,431.124666666667,0.0319908888888889,420.639222222222,24.3208444444444,2.18686555555556,2.18399222222222,18.8664,18.8453777777778,0,0,0,0,2.6889,0,-20.3129777777778,-2.44645555555556,35.625,40.826,38.375,40.125,36.812,0,0,0,1679532843.5,0,1679532509.1,19:48:29,1679532506.1,1679532509.1,2,-0.511,-0.006,0.832,0.41,421,24,0.52,0.31,0.349771615,4.34425338011257,0.750844812815458,0,0.03349004,0.00213808705440902,0.0017223616309881,1,1,2,"1/2",2.87274,2.71038,0.0910676,0.0911929,0.102866,0.10308,25593.4,22347.2,25189.6,23940.3,38543.4,35516.5,45514.2,42674.4,1.80005,1.89415,0.0891834,0,26.0492,999.9,57.252,28.792,25.3328,54.8102,40.7853,1,-0.119197,-1.17547,20.245,5.23586,11.9866,4.95695,3.304,9999,999.9,9999,9999,1.86875,1.86447,1.8721,1.86284,1.86234,1.86875,1.85885,1.86533,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,0.831,0.421,0.334310847848167,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.05705172304272,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,5.3,5.2,1.03027,2.3999,1.44775,2.30835,1.44409,2.34009,35.7078,24.1225,18,424.94,467.803,28.1921,25.9998,30.0003,25.8136,25.7979,20.6556,17.8784,100,28.1933,420,24.3726,96.3469,100.357,5
25,1679533450.6,1400.59999990463,2023-03-22 20:04:10,20:04:10,5,"pas_smi29_t3_ch5","gibson",1679533447.6,0.0003594383682004,0.359438368200404,-0.508429817558681,420.029000143329,446.908702405756,40.1749038384246,37.75855023469,0.0210394846085839,4.22605834499409,0.020981466035968,0.0131186155839145,0,20.3368443294445,20.0000727272727,2.34662366285783,34.6592881777337,0.833852510573025,2.40585584532783,1.5127711522848,-15.8512320376378,91.856962133274,4.37912430598512,80.3848544016213,-0.472371604112557,0.34173509467238,-0.508429817558681,423.850441118155,423.975096969697,0.00323726774493972,66.8822406956197,0.359438368200404,9.17986939614648,9.27433307692308,0.00037229619793425,113.131815068809,4,1,1,0,48518,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679533447.6,420.029,419.938909090909,9.27583909090909,9.18308181818182,418.728727272727,9.36463181818182,500.051727272727,89.7950636363636,0.100039372727273,20.4032454545455,20.0000727272727,999.9,0,0,10016.4872727273,0,0.834628,0.0901599545454545,423.961545454546,423.830909090909,0.0927578181818182,419.938909090909,9.18308181818182,0.832924454545455,0.824595363636364,4.28114909090909,4.13789727272727,0,0,0,0,2.71585454545454,0,-18.9059181818182,-2.34576363636364,35.562,41.187,38.625,40.187,36.187,0,0,0,1679533471.7,0,1679533300.1,20:01:40,1679533300.1,1679533297.1,3,0.47,0.012,1.301,-0.095,420,9,0.75,0.14,0.52875799,-4.93885359174484,0.553092364427647,0,0.0565458244,0.152711493253283,0.0313355742514559,0,0,2,"0/2",2.86948,2.71014,0.0906066,0.0907587,0.051038,0.0505313,25572.2,22340.4,25159.9,23925.5,40759.5,37583.4,45469.4,42652.5,1.7925,1.86112,-0.0202283,0,20.3483,999.9,51.715,29.175,23.3986,53.9002,41.4864,1,-0.0805564,2.51918,20.2311,5.23511,11.992,4.9574,3.30395,9999,999.9,9999,9999,1.86874,1.86444,1.87207,1.86283,1.86233,1.86874,1.85884,1.86527,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.301,-0.0888,0.804549116371832,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0447452393987568,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,2.5,2.6,1.02417,2.37915,1.44775,2.31323,1.44409,2.40601,36.0582,24.1225,18,423.651,450.727,18.2906,26.387,29.9998,26.2147,26.2018,20.5654,72.005,78.9137,18.2861,420,9.35073,96.2454,100.302,5
26,1679533455.6,1405.59999990463,2023-03-22 20:04:15,20:04:15,5,"pas_smi29_t3_ch5","gibson",1679533453.1,0.00026325026284349,0.263250262843499,-0.514031080313425,420.232444592608,461.764959495453,41.5106958237008,37.7771002845134,0.015356849426245,4.19843922279706,0.015325711341327,0.0095813619044638,0,20.3728745538771,20.0302444444444,2.35101167927534,34.6351054286553,0.834226235273748,2.40861468428952,1.51678544400159,-11.6093365913983,88.6296487314065,4.25412366446638,81.2744358044746,4.20090298436789,0.118974170240894,-0.514031080313425,425.265872974564,424.558,0.172752733478946,66.8822406956197,0.263250262843499,9.2165522049956,9.28973571428571,-0.0002084294828866,113.131815068809,4,1,1,0,47869,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679533453.1,420.232444444445,421.397,9.27993222222222,9.24764111111111,418.931777777778,9.36866555555556,500.082,89.7952333333333,0.100491688888889,20.4218111111111,20.0302444444444,999.9,0,0,9929.17222222222,0,0.834628,-1.16448322222222,424.168666666667,425.330333333333,0.0322904611111111,421.397,9.24764111111111,0.833293555555556,0.830394111111111,4.28746777777778,4.23767333333333,0,0,0,0,2.67886666666667,0,-18.8713888888889,-2.40977777777778,35.562,41.187,38.611,40.1732222222222,36.187,0,0,0,1679533476.5,0,1679533300.1,20:01:40,1679533300.1,1679533297.1,3,0.47,0.012,1.301,-0.095,420,9,0.75,0.14,0.0100486105,-4.49997215797374,0.549684741557645,0,0.0545291849,0.18873368604878,0.0333373883239999,0,0,2,"0/2",2.86963,2.70959,0.0907244,0.0911253,0.0511217,0.051051,25569.5,22331.1,25160.5,23925.1,40756.2,37562.1,45469.7,42651.7,1.79242,1.86085,-0.0168011,0,20.3432,999.9,51.618,29.175,23.3517,55.6802,41.6667,1,-0.0763059,5.44944,20.1558,5.23885,11.992,4.95765,3.304,9999,999.9,9999,9999,1.86874,1.86442,1.87203,1.86279,1.86228,1.86874,1.85883,1.86526,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.301,-0.0885,0.804549116371832,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0447452393987568,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,2.6,2.6,1.02051,2.40723,1.44897,2.31323,1.44409,2.31567,36.0582,24.0787,18,423.602,450.548,18.1119,26.3797,30.0034,26.2136,26.2006,20.478,72.005,78.5321,17.5914,420,9.35937,96.2467,100.3,5
27,1679533460.6,1410.59999990463,2023-03-22 20:04:20,20:04:20,5,"pas_smi29_t3_ch5","gibson",1679533457.8,0.0002488684427969,0.248868442796901,-2.63183033702628,421.10130074042,696.877081599672,62.6464557022774,37.8553186488068,0.0144859800176867,4.20336621931509,0.0144583023795521,0.00903892125593034,0,20.3811187934566,20.06993,2.35679428529302,34.7349188414323,0.836915402987469,2.4094353201401,1.51987888230555,-10.9750983273433,80.9910857746554,3.88382216721145,73.8998096145235,-1.41981299937193,-0.0425386660213027,-2.63183033702628,424.577330383514,425.127278787879,0.036151460072887,66.8822406956197,0.248868442796901,9.32414911024091,9.32463054945055,0.00805758910561426,113.131815068809,4,1,1,0,48968,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679533457.8,421.1013,420.7074,9.309819,9.321365,419.8,9.398124,500.0469,89.7962,0.09979078,20.42733,20.06993,999.9,0,0,9944.621,0,0.834628,0.3938161,425.0585,424.6661,-0.0115474688,420.7074,9.321365,0.8359864,0.8370234,4.333484,4.351179,0,0,0,0,2.64786,0,-18.90774,-2.38181,35.562,41.187,38.5998,40.156,36.187,0,0,0,1679533481.3,0,1679533300.1,20:01:40,1679533300.1,1679533297.1,3,0.47,0.012,1.301,-0.095,420,9,0.75,0.14,-0.1873856645,-2.03772601238274,0.760197384739808,0,0.04807881975,-0.285434420600375,0.0422392710810758,0,0,2,"0/2",2.86914,2.71003,0.0907797,0.0906124,0.0512558,0.0510844,25567.1,22343.4,25159.7,23924.8,40749,37560.6,45468.2,42651.4,1.792,1.8615,-0.0167638,0,20.3396,999.9,51.52,29.175,23.3098,54.6702,41.7348,1,-0.0706784,4.65616,20.1843,5.23766,11.992,4.9575,3.30395,9999,999.9,9999,9999,1.86874,1.86442,1.87205,1.86284,1.86231,1.86874,1.85884,1.86529,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.301,-0.0881,0.804549116371832,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0447452393987568,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,2.7,2.7,1.02295,2.38037,1.44775,2.31323,1.44409,2.41089,36.0582,24.105,18,423.356,450.928,17.5877,26.3725,30.0035,26.2125,26.1984,20.5212,71.7173,78.1331,17.5394,420,9.48057,96.2435,100.299,5
28,1679533465.6,1415.59999990463,2023-03-22 20:04:25,20:04:25,5,"pas_smi29_t3_ch5","gibson",1679533463.1,7.23027207645052e-05,0.0723027207645052,-1.2687212763765,420.598555910066,884.1754942839,79.4836392414072,37.8100321706929,0.00421808685597771,4.2408131597742,0.00421575742258386,0.00263505756726286,0,20.3963430562338,20.047,2.35345162312414,34.8620640605205,0.839062970199947,2.40680806719686,1.51438865292419,-3.18854998571468,82.9142004413052,3.94011523054905,83.6657656861396,-6.05090395089914,-0.0632963284444877,-1.2687212763765,422.820137223881,424.160987878788,-0.201152187161375,66.8822406956197,0.0723027207645052,9.33605997406931,9.3421932967033,0.00162078920572565,113.131815068809,4,1,1,0,48722,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679533463.1,420.598555555555,418.933333333333,9.33373111111111,9.35091222222222,419.297666666667,9.42169,500.006,89.7959222222222,0.0998504555555556,20.4096555555556,20.047,999.9,0,0,10063.1222222222,0,0.834628,1.66512444444444,424.561222222222,422.887666666667,-0.017182039,418.933333333333,9.35091222222222,0.838131111111111,0.839673777777778,4.37005111111111,4.39628444444444,0,0,0,0,2.76241111111111,0,-19.1248777777778,-2.35061111111111,35.562,41.187,38.611,40.1732222222222,36.187,0,0,0,1679533486.7,0,1679533300.1,20:01:40,1679533300.1,1679533297.1,3,0.47,0.012,1.301,-0.095,420,9,0.75,0.14,0.2318827105,6.45716469906192,1.17543504689393,0,0.031744594525,-0.440220433902439,0.0473914101327334,0,0,2,"0/2",2.86975,2.71058,0.0906285,0.0906015,0.0513445,0.0513802,25571.1,22343.5,25159.4,23924.6,40744.7,37548.6,45467.7,42651.2,1.7924,1.86165,-0.0184402,0,20.3353,999.9,51.447,29.175,23.2754,54.7102,41.5745,1,-0.0742759,4.0713,20.2005,5.23676,11.992,4.9576,3.304,9999,999.9,9999,9999,1.86874,1.86446,1.87206,1.86282,1.86233,1.86874,1.85884,1.86527,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.301,-0.0878,0.804549116371832,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0447452393987568,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,2.8,2.8,1.02417,2.39746,1.44775,2.31201,1.44409,2.30957,36.0582,24.105,18,423.563,451.001,17.4274,26.3642,29.9992,26.2103,26.1962,20.5574,71.4289,77.7246,17.4746,420,9.51471,96.2424,100.298,5
29,1679533470.6,1420.59999990463,2023-03-22 20:04:30,20:04:30,5,"pas_smi29_t3_ch5","gibson",1679533467.8,2.65571173336887e-05,0.0265571173336887,-0.644385314910935,419.952000180451,1062.60883210646,95.5258319727545,37.7526169496779,0.00155556321562276,4.22975913357526,0.00155524546137279,0.00097205695619862,0,20.3870380215205,20.02229,2.34985412925332,35.0237035970087,0.842031904174293,2.40417722198348,1.50782222507903,-1.17116887441567,84.2930543604013,4.01523574098691,87.1371212269725,-1.93482314441266,-0.284256918473178,-0.644385314910935,423.400142966483,423.814248484848,-0.0479290105894961,66.8822406956197,0.0265571173336887,9.43241371469816,9.39377527472529,0.00550734355761888,113.131815068809,4,1,1,0,48786,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679533467.8,419.952,419.3892,9.366582,9.443732,418.6517,9.454065,500.0445,89.7975,0.09995717,20.39194,20.02229,999.9,0,0,10027.93,0,0.834628,0.562991,423.9228,423.3875,-0.07714939,419.3892,9.443732,0.8410956,0.8480235,4.420441,4.537565,0,0,0,0,2.71995,0,-19.02321,-2.36221,35.562,41.187,38.5809,40.1684,36.187,0,0,0,1679533491.5,0,1679533300.1,20:01:40,1679533300.1,1679533297.1,3,0.47,0.012,1.301,-0.095,420,9,0.75,0.14,0.4013282455,7.29722362288931,1.20416861040727,0,-0.008366610475,-0.449859944071295,0.0480045119866688,0,0,2,"0/2",2.86945,2.71055,0.0905722,0.0907172,0.0515744,0.0517315,25573,22341.2,25159.7,23925.1,40735.6,37535,45468.6,42651.7,1.79235,1.86152,-0.0193715,0,20.3297,999.9,51.398,29.195,23.2803,54.9002,41.7949,1,-0.0770833,3.63537,20.211,5.23646,11.992,4.95745,3.304,9999,999.9,9999,9999,1.86874,1.86443,1.87204,1.86283,1.86233,1.86874,1.85884,1.86527,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.3,-0.087,0.804549116371832,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0447452393987568,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,2.8,2.9,1.02539,2.38281,1.44775,2.31201,1.44409,2.39746,36.0816,24.1138,18,423.528,450.908,17.3695,26.3575,29.9981,26.2092,26.1941,20.5656,71.4289,77.3353,17.4384,420,9.44211,96.2439,100.3,5
30,1679533475.6,1425.59999990463,2023-03-22 20:04:35,20:04:35,5,"pas_smi29_t3_ch5","gibson",1679533473.1,0.00031791691702079,0.317916917020798,-1.6487214551674,419.911667128421,547.484501735171,49.2173276304438,37.7488860988843,0.0187889812538071,4.23218144777049,0.0187427628940944,0.0117183697924737,0,20.3179386358699,19.9905555555556,2.34524102495547,35.2833972739457,0.847471758891806,2.40189954587396,1.49776926606366,-14.0201360406172,88.0794368701173,4.19218599303564,78.2514868225358,0.459679798816796,-0.156876009780351,-1.6487214551674,424.018314470725,424.074296969697,0.0812828502321326,66.8822406956197,0.317916917020798,9.47269174835865,9.44410461538462,0.0137979304665075,113.131815068809,4,1,1,0,48743,0,0,0,0,1.37,0.5,"0: Broadleaf",2,TRUE,1679533473.1,419.911666666667,420.019555555556,9.42712,9.46969333333333,418.611,9.51371333333333,500.064333333333,89.7973,0.0999070888888889,20.3765888888889,19.9905555555556,999.9,0,0,10035.6222222222,0,0.834628,-0.107910266666667,423.907888888889,424.035,-0.0425725444444444,420.019555555556,9.46969333333333,0.84653,0.850353111111111,4.51243444444444,4.57684555555555,0,0,0,0,2.66961111111111,0,-19.0043888888889,-2.40432222222222,35.562,41.187,38.562,40.125,36.187,0,0,0,1679533496.3,0,1679533300.1,20:01:40,1679533300.1,1679533297.1,3,0.47,0.012,1.301,-0.095,420,9,0.75,0.14,0.6442253025,-2.64557686716698,0.901045136034029,0,-0.037778879225,-0.183739857624765,0.030231779599815,0,0,2,"0/2",2.86961,2.71035,0.0906201,0.0907917,0.0517682,0.0516795,25573.3,22340.2,25161.2,23925.9,40728.7,37538.5,45470.3,42653.3,1.79235,1.8616,-0.0208616,0,20.3216,999.9,51.325,29.165,23.2072,54.2802,41.4623,1,-0.0795503,3.36537,20.2168,5.23541,11.992,4.95725,3.3039,9999,999.9,9999,9999,1.86874,1.86445,1.87208,1.86286,1.86234,1.86874,1.85884,1.86527,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,1.3,-0.0863,0.804549116371832,0.00176180158330651,-1.64921818410304e-06,6.45532704107213e-10,-0.0447452393987568,-0.026005643955714,0.00250163502637948,-2.42288439936065e-05,2,2088,1,25,2.9,3,1.02417,2.39746,1.44775,2.31323,1.44409,2.33032,36.0582,24.105,18,423.516,450.94,17.368,26.3503,29.9979,26.2076,26.1924,20.5528,71.4289,76.956,17.4265,420,9.40457,96.2484,100.303,5
